index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
516,2018/2/9,8245.08,7669.970333,8367.091,9795.479434,10830.5898,13320.62721,4.543333,0.06%,113.13%,114.92%,4474.60487,0.52286361,-0.291823393,98.44%,0.07,-0.02,-18.18
517,2018/2/10,8319.876566,7966.182313,8190.826657,9636.211862,10664.69255,13171.35193,74.796566,0.91%,94.25%,116.29%,4460.97574,0.519777323,-0.253032164,81.05%,0.06,-0.19,-14.6
518,2018/2/11,8343.455,8249.781313,8116.846323,9477.713612,10479.04499,13030.27007,23.578434,0.28%,97.85%,117.65%,4449.492871,0.517087778,-0.212735385,83.17%,-0.02,-0.17,-9.42
519,2018/2/12,8068.02,8243.393647,8033.458157,9319.961412,10288.27265,12893.86524,-275.435,-3.30%,93.02%,119.01%,4437.651833,0.514439712,-0.198758244,78.16%,-0.08,-0.22,-7.97
520,2018/2/13,8597.7675,8314.839813,8007.961907,9185.73687,10113.1009,12740.96303,529.7475,6.57%,98.62%,120.29%,4425.261857,0.511555947,-0.177815005,81.99%,-0.13,-0.18,2.19
521,2018/2/14,9334.633333,8532.75048,8101.360407,9082.867037,9957.182147,12571.5622,736.865833,8.57%,126.00%,121.27%,4413.792751,0.508604063,-0.1430557,103.90%,-0.15,0.04,6.16
522,2018/2/15,9471.64,8763.103167,8364.64274,9007.958287,9821.098813,12408.0912,137.006667,1.47%,130.75%,122.16%,4401.12543,0.505425758,-0.10772681,107.03%,-0.19,0.07,4.9
523,2018/2/16,10127.16167,9119.844501,8684.812907,8938.077537,9788.10598,12260.84628,655.52167,6.92%,143.56%,122.93%,4388.948375,0.502108736,-0.068272808,116.79%,-0.19,0.17,10.95
524,2018/2/17,10841.99167,9674.638835,8959.016241,8908.60862,9771.324925,12145.92761,714.83,7.06%,168.12%,123.44%,4378.338011,0.498787643,-0.00989488,136.19%,-0.19,0.36,13.73
525,2018/2/18,11085.83,10172.25133,9243.545574,8902.26737,9768.358591,12040.97578,243.83833,2.25%,178.10%,123.85%,4367.370845,0.495342731,0.041347043,143.80%,-0.2,0.44,13.3
526,2018/2/19,11110.965,10527.51767,9530.134074,8948.612537,9707.03098,11958.70003,25.135,0.23%,166.13%,124.32%,4355.747366,0.491828639,0.084524989,133.63%,-0.18,0.34,12.97
527,2018/2/20,11390.39167,10911.268,9837.185584,9014.00612,9703.203103,11895.35747,279.42667,2.51%,162.43%,124.83%,4345.728083,0.488498447,0.124501661,130.13%,-0.16,0.3,15.63
528,2018/2/21,11245.98,11135.03167,10127.43808,9122.142204,9694.288436,11853.18031,-144.41167,-1.27%,159.62%,125.40%,4335.866226,0.485308536,0.148617739,127.28%,-0.13,0.27,13
529,2018/2/22,9931.071667,10952.84767,10313.74325,9173.600704,9651.222025,11786.21192,-1314.908333,-11.69%,127.75%,126.23%,4322.873669,0.4821847,0.134866408,101.20%,-0.11,0.01,4.05
530,2018/2/23,10162.11667,10768.105,10470.17817,9239.070037,9613.88397,11720.26339,231.045003,2.33%,133.38%,126.98%,4310.10221,0.479047408,0.120057724,105.04%,-0.07,0.05,11.24
531,2018/2/24,10171.3,10580.172,10553.84483,9327.602621,9573.19297,11660.76939,9.18333,0.09%,134.41%,127.71%,4297.029864,0.475894586,0.105187374,105.25%,-0.05,0.05,7.59
532,2018/2/25,9696.593333,10241.41233,10576.34017,9470.491454,9530.752247,11562.55725,-474.706667,-4.67%,110.43%,128.64%,4283.048787,0.472796287,0.074564952,85.85%,-0.02,-0.14,1.57
533,2018/2/26,10348.60333,10061.937,10598.48433,9641.64862,9491.546469,11495.35761,652.009997,6.72%,125.22%,129.42%,4271.210018,0.469844472,0.060094583,96.75%,0.01,-0.03,7.18
534,2018/2/27,10319.46,10139.61467,10546.23117,9752.623704,9454.482803,11430.44845,-29.14333,-0.28%,125.19%,130.18%,4258.980138,0.466874874,0.07246635,96.17%,0.03,-0.04,2.14
535,2018/2/28,10370.165,10181.22433,10474.66467,9859.10512,9426.399803,11383.02496,50.705,0.49%,111.13%,131.04%,4246.483987,0.463879021,0.08007559,84.81%,0.02,-0.15,3.64
536,2018/3/1,11009.38167,10348.84067,10464.50633,9997.320204,9453.910469,11330.42174,639.21667,6.16%,140.36%,131.72%,4236.869246,0.461131715,0.094662436,106.56%,0.01,0.07,8.28
537,2018/3/2,10931.12,10595.746,10418.57917,10127.88238,9482.197136,11282.67374,-78.26167,-0.71%,138.38%,132.35%,4224.846158,0.458073863,0.117435743,104.56%,0,0.05,5.28
538,2018/3/3,11326.94833,10791.415,10426.676,10277.05704,9556.986803,11221.3586,395.82833,3.62%,160.74%,132.81%,4213.498882,0.455006113,0.129165,121.04%,-0.02,0.21,9.65
539,2018/3/4,11430.18167,11013.55933,10576.587,10445.16513,9641.262803,11160.97393,103.23334,0.91%,154.64%,133.34%,4200.538266,0.451696896,0.142335767,115.97%,-0.03,0.16,9.01
540,2018/3/5,11516.83,11242.89233,10712.05833,10591.11825,9730.066136,11102.2671,86.64833,0.76%,162.64%,133.82%,4188.354689,0.448514016,0.155479539,121.54%,-0.04,0.22,10.12
541,2018/3/6,10763.19833,11193.65567,10771.24817,10662.5465,9808.817803,10995.41841,-753.63167,-6.54%,131.23%,134.50%,4173.336646,0.44522571,0.141182953,97.57%,-0.05,-0.02,5.17
542,2018/3/7,10118.058,11031.04327,10813.39463,10694.8674,9918.125847,10875.39941,-645.14033,-5.99%,134.72%,135.19%,4158.829639,0.442253913,0.112210456,99.65%,-0.05,0,3.78
543,2018/3/8,9920.46,10749.7456,10770.5803,10684.53232,10017.95918,10754.80791,-197.598,-1.95%,130.05%,135.82%,4141.626882,0.438977767,0.073047455,95.75%,-0.03,-0.04,3.8
544,2018/3/9,9089.278333,10281.56493,10647.56213,10596.89665,10050.93651,10651.8641,-831.181667,-8.38%,109.92%,136.61%,4124.083712,0.435898968,0.022945963,80.46%,-0.01,-0.2,-4.18
545,2018/3/10,8746.002,9727.399333,10485.14583,10479.90525,10067.78536,10552.39325,-343.276333,-3.78%,105.88%,137.42%,4106.681662,0.432943178,-0.033809424,77.05%,0.03,-0.23,-5.49
546,2018/3/11,8777.37,9330.233667,10261.94467,10363.2255,10085.52836,10458.05908,31.368,0.36%,109.06%,138.16%,4088.450696,0.429887112,-0.074888956,78.94%,0.07,-0.21,-6.66
547,2018/3/12,9182.843333,9143.190733,10087.117,10252.84808,10114.29392,10389.49323,405.473333,4.62%,131.82%,138.70%,4069.320717,0.426640339,-0.096012949,95.04%,0.09,-0.05,-6.13
548,2018/3/13,9154.7,8990.038733,9869.892167,10148.28408,10141.33542,10310.1902,-28.143333,-0.31%,175.77%,139.03%,4048.151857,0.42314799,-0.113525156,126.43%,0.09,0.26,-10.88
549,2018/3/14,9153.54,9002.891067,9642.228,10109.4075,10177.51942,10232.89603,-1.16,-0.01%,184.59%,139.28%,4021.420361,0.418942314,-0.115414012,132.53%,0.09,0.33,-10.82
550,2018/3/15,8358.121667,8925.315,9326.357166,10019.20775,10169.53122,10141.31606,-795.418333,-8.69%,122.08%,139.88%,3994.302863,0.414889456,-0.122347451,87.27%,0.08,-0.13,-15.88
551,2018/3/16,8530.402,8875.9214,9103.077533,9937.16285,10142.72351,10049.95283,172.280333,2.06%,127.72%,140.51%,3971.20195,0.411364667,-0.124897628,90.90%,0.07,-0.09,-7.97
552,2018/3/17,8297.89,8698.930733,8921.060733,9867.227683,10103.59851,9962.348662,-232.512,-2.73%,125.58%,141.08%,3948.056267,0.407904473,-0.139026484,89.01%,0.05,-0.11,-11.14
553,2018/3/18,8171.415,8502.273733,8746.156233,9758.368267,10038.40696,9913.256468,-126.475,-1.52%,107.22%,141.77%,3924.304924,0.404413373,-0.153025598,75.63%,0.04,-0.24,-10.42
554,2018/3/19,8412.033333,8353.9724,8678.431733,9662.996933,9957.408345,9864.366635,240.618333,2.94%,111.49%,142.53%,3901.981233,0.401092365,-0.161029446,78.22%,0.02,-0.22,-6.9
555,2018/3/20,8605.64,8403.476067,8664.395533,9574.770683,9874.735345,9821.546968,193.606667,2.30%,120.97%,143.22%,3879.310512,0.397716662,-0.148992274,84.46%,-0.01,-0.16,-5.08
556,2018/3/21,8947.753333,8486.946333,8681.433867,9471.689266,9802.628289,9754.829635,342.113333,3.98%,145.99%,143.74%,3855.149022,0.394111504,-0.134217265,101.56%,-0.06,0.02,-1.12
557,2018/3/22,8690.408333,8565.45,8632.190367,9359.653683,9712.628844,9707.915974,-257.345,-2.88%,130.12%,144.33%,3828.758889,0.390299763,-0.118112085,90.16%,-0.08,-0.1,-3.75
558,2018/3/23,8725.37,8676.241,8589.257367,9229.574767,9628.608511,9661.448474,34.961667,0.40%,130.98%,144.90%,3803.160303,0.386612678,-0.098910191,90.39%,-0.11,-0.1,0.91
559,2018/3/24,8662.378333,8726.31,8540.1412,9091.1846,9586.318733,9618.770379,-62.991667,-0.72%,119.71%,145.53%,3777.309139,0.382934204,-0.089712095,82.26%,-0.11,-0.18,0.86
560,2018/3/25,8617.296667,8728.641333,8566.0587,8946.207933,9534.824733,9574.354351,-45.081666,-0.52%,120.37%,146.17%,3752.633358,0.379439146,-0.084551465,82.35%,-0.11,-0.18,1.23
561,2018/3/26,8457.96,8630.682667,8558.8145,8830.946017,9477.7134,9525.453185,-159.336667,-1.85%,117.93%,146.82%,3727.654431,0.375958345,-0.08937079,80.33%,-0.11,-0.2,-0.14
562,2018/3/27,7876.195,8467.84,8516.645,8718.852867,9417.033455,9473.892851,-581.765,-6.88%,87.44%,147.69%,3703.609982,0.372703594,-0.100795379,59.21%,-0.1,-0.41,-4.55
563,2018/3/28,7960.38,8314.842,8495.5415,8620.848867,9337.426011,9414.48624,84.185,1.07%,89.82%,148.53%,3681.869201,0.369743152,-0.10951455,60.47%,-0.08,-0.4,-0.26
564,2018/3/29,7950.61,8172.488333,8449.399167,8563.91545,9258.464344,9356.473574,-9.77,-0.12%,90.92%,149.36%,3659.837881,0.366766189,-0.117295479,60.88%,-0.07,-0.39,-1.99
565,2018/3/30,6882.531667,7825.535333,8277.088333,8470.741933,9142.2099,9284.304851,-1068.078333,-13.43%,57.83%,150.44%,3641.478985,0.364377982,-0.144021476,38.44%,-0.06,-0.62,-13.16
566,2018/3/31,6935.48,7521.039333,8075.861,8378.647433,9006.413178,9230.161823,52.948333,0.77%,58.10%,151.51%,3624.435603,0.362157066,-0.164924017,38.34%,-0.02,-0.62,-6.13
567,2018/4/1,6937.56,7333.312333,7900.576167,8266.383267,8873.294511,9177.745823,2.08,0.03%,57.88%,152.56%,3607.472078,0.359955202,-0.17355247,37.94%,0.01,-0.62,-8.62
568,2018/4/2,7035.848333,7148.406,7731.624,8160.440683,8730.257844,9143.622323,98.288333,1.42%,66.52%,153.52%,3589.974261,0.357688345,-0.181191881,43.33%,0.03,-0.57,-8.9
569,2018/4/3,7410.435,7040.371,7606.429667,8073.285433,8596.266289,9118.764546,374.586667,5.32%,70.79%,154.41%,3569.190359,0.354995087,-0.180996637,45.85%,0.04,-0.54,-6.86
570,2018/4/4,7426.48,7149.160667,7487.348,8026.70335,8459.921289,9094.993712,16.045,0.22%,71.97%,155.28%,3549.1558,0.352404514,-0.154937685,46.34%,0.04,-0.54,-9.29
571,2018/4/5,6826.51,7127.366667,7324.203,7941.50875,8328.698344,9068.758073,-599.97,-8.08%,55.99%,156.28%,3531.521902,0.350171837,-0.144240027,35.83%,0.01,-0.64,-12.76
572,2018/4/6,6603.876667,7060.63,7196.971167,7856.808083,8211.558967,9064.842407,-222.633333,-3.26%,43.49%,157.36%,3515.449652,0.348153297,-0.140159618,27.64%,0,-0.72,-8.63
573,2018/4/7,6634.68,6980.396333,7064.401167,7779.971333,8102.032967,9059.996073,30.803333,0.47%,44.05%,158.43%,3501.096205,0.346346649,-0.138438913,27.81%,0,-0.72,-5.65
574,2018/4/8,7017.656667,6901.840667,6971.105833,7710.2525,8032.978911,9041.957712,382.976667,5.77%,46.74%,159.46%,3484.67705,0.344268541,-0.140811803,29.31%,-0.01,-0.71,-1.72
575,2018/4/9,6699.273333,6756.399333,6952.78,7614.934167,7964.754622,9016.26999,-318.383334,-4.54%,39.00%,160.54%,3471.319401,0.342590403,-0.151712808,24.30%,-0.02,-0.76,-8.76
576,2018/4/10,6784.41,6747.979333,6937.673,7506.767,7898.322622,8991.92549,85.136667,1.27%,40.69%,161.58%,3457.732601,0.340884279,-0.145643999,25.18%,-0.03,-0.75,-4.03
577,2018/4/11,6926.266667,6812.457333,6936.543667,7418.559917,7823.1034,8968.698658,141.856667,2.09%,24.49%,162.73%,3443.330073,0.339075793,-0.129187359,15.05%,-0.04,-0.85,-2.12
578,2018/4/12,7847.845,7055.090333,7017.743333,7374.683667,7779.541567,8960.438492,921.578333,13.31%,36.74%,163.65%,3430.642996,0.337407183,-0.093122612,22.45%,-0.06,-0.78,8.28
579,2018/4/13,7941.46,7239.851,7070.845833,7338.63775,7739.1389,8958.329158,93.615,1.19%,36.31%,164.53%,3418.801906,0.335840758,-0.064514658,22.07%,-0.1,-0.78,3.39
580,2018/4/14,8036.511051,7507.298544,7131.848939,7309.598469,7728.418546,8948.974884,95.051051,1.20%,40.71%,165.27%,3407.155508,0.334295634,-0.028611287,24.63%,-0.11,-0.75,5.56
581,2018/4/15,8340.748333,7818.56621,7283.272772,7303.737886,7722.096757,8932.410134,304.237282,3.79%,48.84%,166.02%,3393.59769,0.332491462,0.01249265,29.42%,-0.12,-0.71,9.87
582,2018/4/16,8368.1,8106.932877,7459.695105,7328.333136,7724.437091,8914.017801,27.351667,0.33%,49.57%,166.79%,3379.037515,0.330570255,0.049517626,29.72%,-0.13,-0.7,9.72
583,2018/4/17,7895.416926,8116.447262,7585.768798,7325.084982,7715.237155,8876.822055,-472.683074,-5.65%,37.85%,167.63%,3365.908951,0.328876917,0.052002304,22.58%,-0.12,-0.77,5.47
584,2018/4/18,8164.937426,8161.142747,7700.496874,7335.801354,7707.000625,8832.204485,269.5205,3.41%,36.55%,168.44%,3352.70094,0.327155942,0.058925923,21.70%,-0.1,-0.78,11.05
585,2018/4/19,8175.96,8189.032537,7848.16554,7400.47277,7692.677958,8783.706651,11.022574,0.13%,36.57%,169.18%,3341.184011,0.325646502,0.06452299,21.62%,-0.08,-0.78,8.22
586,2018/4/20,8852.718333,8291.426537,8054.996374,7496.334687,7689.510125,8746.069207,676.758333,8.28%,47.96%,169.77%,3327.655968,0.323828195,0.078277602,28.25%,-0.06,-0.72,13.55
587,2018/4/21,8807.205,8379.247537,8243.090207,7589.816937,7693.403347,8703.016096,-45.513333,-0.51%,49.88%,170.39%,3314.084572,0.322018576,0.089147047,29.28%,-0.06,-0.71,7.73
588,2018/4/22,8930.6,8586.284152,8351.365707,7684.55452,7700.244347,8664.426429,123.395,1.40%,51.35%,171.03%,3299.30122,0.320057308,0.115066453,30.02%,-0.05,-0.7,10.12
589,2018/4/23,8933.861667,8740.069,8450.605874,7760.725854,7709.293791,8647.806262,3.261667,0.04%,57.57%,171.58%,3284.539906,0.318108202,0.13370553,33.55%,-0.06,-0.66,10.17
590,2018/4/24,9555.542,9015.9854,8602.508969,7867.178954,7740.568636,8637.696684,621.680333,6.96%,62.15%,172.17%,3266.690213,0.315722976,0.164770422,36.10%,-0.05,-0.64,16.33
591,2018/4/25,9658.11,9177.063733,8734.245135,8008.758954,7780.573636,8629.143518,102.568,1.07%,63.98%,172.70%,3250.210875,0.313500002,0.179484208,37.05%,-0.04,-0.63,12.57
592,2018/4/26,9258.398333,9267.3024,8823.274969,8141.485037,7826.64708,8621.840268,-399.711667,-4.14%,60.27%,173.23%,3234.122634,0.311389225,0.184070561,34.79%,-0.04,-0.65,9.16
593,2018/4/27,9010.32,9283.2464,8934.765276,8260.267037,7861.64508,8599.535546,-248.078333,-2.68%,46.38%,173.91%,3217.499414,0.309256743,0.180827461,26.67%,-0.03,-0.73,9.44
594,2018/4/28,8928.55,9282.184067,9011.126533,8355.811703,7894.24308,8576.353712,-81.77,-0.91%,45.50%,174.55%,3203.805611,0.307487722,0.175816854,26.07%,-0.01,-0.74,9.58
595,2018/4/29,9334.281667,9237.932,9126.9587,8487.56212,7975.96808,8559.08899,405.731667,4.54%,46.11%,175.17%,3188.921926,0.305541162,0.158220784,26.32%,0.01,-0.74,11.09
596,2018/4/30,9259.57,9158.224,9167.643867,8611.32012,8053.437747,8529.925462,-74.711667,-0.80%,38.92%,175.83%,3175.859574,0.303827875,0.137181945,22.14%,0.02,-0.78,5.92
597,2018/5/1,9239.55,9154.454333,9210.878367,8726.984287,8130.170747,8501.732629,-20.02,-0.22%,36.84%,176.45%,3164.610369,0.302340316,0.125985495,20.88%,0.03,-0.79,5.43
598,2018/5/2,9221.426,9196.675533,9239.960967,8795.663337,8203.023336,8466.64059,-18.124,-0.20%,28.12%,177.09%,3153.869408,0.300921908,0.121132436,15.88%,0.03,-0.84,5.31
599,2018/5/3,9639.268333,9338.8192,9310.501633,8880.553753,8277.31778,8436.792034,417.842333,4.53%,29.60%,177.62%,3145.008022,0.299690694,0.128242197,16.67%,0.02,-0.83,9.22
600,2018/5/4,9753.35,9422.632867,9330.282433,8966.395701,8354.880113,8407.400701,114.081667,1.18%,32.41%,178.16%,3137.248003,0.298587197,0.127799889,18.19%,0.01,-0.82,7.55
601,2018/5/5,9803.306667,9531.3802,9344.8021,9039.523618,8454.106669,8391.402507,49.956667,0.51%,40.27%,178.66%,3128.957053,0.297416934,0.127426063,22.54%,0,-0.77,7.34
602,2018/5/6,9630.136277,9609.497455,9381.975894,9102.625431,8554.981989,8383.270478,-173.17039,-1.77%,35.79%,179.28%,3118.595905,0.296021503,0.123263318,19.96%,0,-0.8,5.95
603,2018/5/7,9631.44,9691.500255,9444.087894,9189.426585,8654.873989,8378.453478,1.303723,0.01%,35.11%,179.91%,3108.772278,0.294696587,0.119773698,19.51%,-0.01,-0.8,7.22
604,2018/5/8,9228.608333,9609.368255,9474.093728,9242.610131,8728.572378,8380.775645,-402.831667,-4.18%,28.93%,180.57%,3099.891399,0.293531892,0.1009095,16.02%,-0.01,-0.84,3.6
605,2018/5/9,9322.041667,9523.106589,9472.869728,9299.914214,8815.997989,8390.376306,93.433334,1.01%,38.73%,181.12%,3090.905012,0.292349989,0.080207437,21.39%,0,-0.79,5.56
606,2018/5/10,9310.37,9424.519255,9477.949728,9322.796797,8900.196656,8399.259639,-11.671667,-0.13%,41.73%,181.68%,3079.003433,0.290830522,0.05891135,22.97%,0.01,-0.77,3.32
607,2018/5/11,8468.788,9192.2496,9400.873528,9305.875947,8951.614034,8387.358717,-841.582,-9.04%,48.15%,182.21%,3068.510562,0.289552373,0.026881808,26.43%,0.01,-0.74,-4.75
608,2018/5/12,8484.346667,8962.830933,9327.165594,9283.563281,8972.830756,8376.186161,15.558667,0.18%,29.53%,182.85%,3050.993329,0.287484536,-0.001114456,16.15%,0.03,-0.84,-0.41
609,2018/5/13,8463.52,8809.813267,9209.590761,9260.046197,8990.232756,8364.685828,-20.826667,-0.25%,30.34%,183.47%,3040.195179,0.286182015,-0.020068389,16.53%,0.04,-0.83,-2.42
610,2018/5/14,8652.038333,8675.8126,9099.459594,9214.871014,9010.750332,8369.584439,188.518333,2.23%,18.50%,184.15%,3028.182898,0.284731648,-0.037170904,10.04%,0.05,-0.9,-1.78
611,2018/5/15,8511.458,8516.0302,8970.274728,9157.538414,9016.440654,8369.268706,-140.580333,-1.62%,8.91%,184.87%,3022.14526,0.283985434,-0.055499778,4.82%,0.05,-0.95,-5.54
612,2018/5/16,8471.06,8516.4846,8854.3671,9118.171497,9019.872654,8372.154872,-40.398,-0.47%,7.65%,185.58%,3019.144708,0.283606885,-0.055808776,4.12%,0.06,-0.96,-5.04
613,2018/5/17,8106.118333,8440.838933,8701.834933,9072.961414,9026.896035,8371.066595,-364.941667,-4.31%,3.70%,186.27%,3017.989707,0.283463472,-0.064923435,1.98%,0.05,-0.98,-7.55
614,2018/5/18,8240.055,8396.145933,8602.9796,9038.536664,9029.399954,8368.200289,133.936667,1.65%,2.90%,186.98%,3015.961064,0.283210779,-0.070132459,1.55%,0.04,-0.98,-3.34
615,2018/5/19,8239.08,8313.554267,8494.683433,8983.776581,9031.503954,8362.090956,-0.975,-0.01%,2.35%,187.71%,3014.889803,0.283076196,-0.079493924,1.25%,0.03,-0.99,-4.56
616,2018/5/20,8507.406667,8312.744,8414.3871,8946.168414,9019.993565,8354.751845,268.326667,3.26%,5.55%,188.40%,3012.898728,0.2828221,-0.078409099,2.95%,0.02,-0.97,-1.8
617,2018/5/21,8385.556187,8295.643237,8406.063919,8903.468723,9005.938604,8349.670976,-121.85048,-1.43%,1.42%,189.12%,3011.446096,0.282637991,-0.078869666,0.75%,0.01,-0.99,-4.28
618,2018/5/22,8396.63,8353.745571,8397.292252,8862.228923,8988.139604,8344.191976,11.073813,0.13%,1.94%,189.79%,3010.898043,0.282567712,-0.070581239,1.02%,-0.01,-0.99,-1.81
619,2018/5/23,7555.74,8216.882571,8306.514252,8758.052507,8942.202215,8325.748003,-840.89,-10.01%,-8.43%,190.52%,3014.341608,0.282990805,-0.081111971,-4.42%,-0.03,-1.04,-8.34
620,2018/5/24,7566.193333,8082.305237,8197.929752,8648.694673,8875.890593,8308.229614,10.453333,0.14%,-13.11%,191.25%,3017.780231,0.283414293,-0.089409096,-6.85%,-0.03,-1.07,-1.65
621,2018/5/25,7576.78,7896.179904,8104.461952,8537.36834,8806.512927,8293.543281,10.586667,0.14%,-13.59%,191.96%,3022.956239,0.284067043,-0.103370429,-7.08%,-0.05,-1.07,-1.65
622,2018/5/26,7342.908333,7687.650333,7991.646785,8423.006943,8742.66326,8284.65517,-233.871667,-3.09%,-24.44%,192.72%,3029.677242,0.284909528,-0.120674089,-12.68%,-0.03,-1.13,-5.63
623,2018/5/27,7361.831667,7480.690667,7917.218119,8309.526526,8687.713649,8274.679364,18.923334,0.26%,-26.03%,193.36%,3038.633336,0.286102034,-0.13893448,-13.46%,-0.01,-1.13,-5.17
624,2018/5/28,7344.56,7438.454667,7827.668619,8215.324109,8634.913982,8264.578531,-17.271667,-0.23%,-25.95%,194.02%,3047.937012,0.287367874,-0.138560652,-13.38%,0.01,-1.13,-6.48
625,2018/5/29,7459.876667,7417.191333,7749.748285,8122.215859,8572.433815,8274.200948,115.316667,1.57%,-26.48%,194.67%,3056.43979,0.288539145,-0.134762485,-13.61%,0.01,-1.14,-4.8
626,2018/5/30,7385.395,7378.914333,7637.547119,8025.967109,8509.961315,8281.699531,-74.481667,-1.00%,-32.14%,195.36%,3065.506832,0.289812598,-0.132908593,-16.45%,0.01,-1.16,-6.46
627,2018/5/31,7386.72,7387.676667,7537.6635,7971.863709,8448.200315,8289.185531,1.325,0.02%,-32.11%,195.94%,3074.522893,0.291196891,-0.125532493,-16.39%,0.01,-1.16,-5.47
628,2018/6/1,7535.146667,7422.339667,7451.515167,7924.403709,8391.991004,8297.50717,148.426667,2.01%,-33.51%,196.51%,3082.575178,0.292471435,-0.115544849,-17.05%,0,-1.17,-3.4
629,2018/6/2,7645.146667,7482.457,7460.455833,7883.485043,8325.520282,8301.419031,110,1.46%,-34.01%,197.17%,3089.445375,0.293690961,-0.101262534,-17.25%,-0.01,-1.17,-2.33
630,2018/6/3,7637.14,7517.909667,7467.5505,7832.740126,8254.979949,8304.930031,-8.006667,-0.10%,-34.11%,197.69%,3095.774832,0.294904098,-0.089287955,-17.26%,-0.03,-1.17,-2.03
631,2018/6/4,7500.273333,7540.885333,7459.899833,7782.180893,8178.212171,8316.15942,-136.866667,-1.79%,-44.61%,198.26%,3102.633846,0.296195216,-0.077929849,-22.50%,-0.05,-1.23,-1.47
632,2018/6/5,7615.722142,7586.685762,7487.181214,7739.414,8111.065033,8333.023511,115.448809,1.54%,-53.85%,198.67%,3101.370025,0.297002754,-0.064649866,-27.11%,-0.06,-1.27,2.28
633,2018/6/6,7619.43,7603.542428,7512.941048,7715.079583,8043.998033,8349.436011,3.707858,0.05%,-54.81%,198.38%,3075.261782,0.295893092,-0.054755807,-27.63%,-0.1,-1.28,3.39
634,2018/6/7,7676.271667,7609.767428,7546.112214,7686.890417,7992.253478,8360.412928,56.841667,0.75%,-49.31%,198.00%,3043.735897,0.294296638,-0.047857097,-24.90%,-0.09,-1.25,3.8
635,2018/6/8,7620.153333,7606.370095,7562.139881,7655.944083,7935.523867,8375.760928,-56.118334,-0.73%,-48.75%,197.66%,3029.229001,0.294075743,-0.041478518,-24.67%,-0.08,-1.25,2.79
636,2018/6/9,7615.54,7629.423428,7585.154381,7611.35075,7879.029533,8389.613095,-4.613333,-0.06%,-49.46%,197.51%,3016.476002,0.293981521,-0.031679803,-25.04%,-0.08,-1.25,3.45
