index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,Credit_of_future_tendency,Risk_credit,Credit_to_SELL,DealDay
479,2018/1/3,1314.9,1299.99,1289.045,1274.8975,1267.22,1274.814167,2.85,0.22%,8.16%,2.83%,26.71710257,0.020895866,0.025859756,288.35%,0,1.88,0.50 ,1
480,2018/1/4,1314.5,1304.69,1294.04,1277.8925,1268.826667,1275.6025,-0.4,-0.03%,8.13%,2.86%,26.43389543,0.020665539,0.028264959,284.76%,0,1.85,0.50 ,1
481,2018/1/5,1317.15,1309.92,1299.3,1281.02,1270.608333,1276.373333,2.65,0.20%,8.35%,2.88%,26.15644994,0.020439676,0.030939248,289.77%,0.01,1.9,0.51 ,1
482,2018/1/6,1317.15,1315.15,1303.075,1284.1475,1272.68,1277.065833,0,0.00%,8.68%,2.91%,25.86387414,0.020202193,0.033370525,298.53%,0,1.99,0.53 ,0
483,2018/1/7,1317.15,1316.17,1305.69,1286.975,1274.896667,1277.618333,0,0.00%,8.76%,2.94%,25.50123477,0.019909893,0.032373866,298.21%,0.01,1.98,0.53 ,0
484,2018/1/8,1319.95,1317.18,1308.585,1289.955,1277.206667,1278.204167,2.8,0.21%,8.30%,2.95%,25.12969107,0.019610601,0.031297467,280.91%,0,1.81,0.49 ,1
485,2018/1/9,1311,1316.48,1310.585,1292.2775,1279.218333,1278.649167,-8.95,-0.68%,7.56%,2.97%,24.78703959,0.019335518,0.029128465,254.38%,0,1.54,0.41 ,1
486,2018/1/10,1319.75,1317,1313.46,1295.0375,1281.638333,1279.24,8.75,0.67%,7.27%,2.98%,24.49541618,0.019099731,0.027590987,243.66%,0,1.44,0.39 ,1
487,2018/1/11,1323.05,1318.18,1316.665,1297.9625,1284.376667,1279.885833,3.3,0.25%,7.54%,3.00%,24.36785674,0.018992681,0.026318863,251.29%,0,1.51,0.41 ,1
488,2018/1/12,1326.8,1320.11,1318.14,1301.075,1287.181667,1280.7,3.75,0.28%,7.84%,3.02%,24.26415715,0.018904001,0.02558173,259.97%,0,1.6,0.43 ,1
489,2018/1/13,1326.8,1321.48,1319.33,1304.1875,1289.708333,1281.57,0,0.00%,7.51%,3.03%,24.14824437,0.018805883,0.024634769,248.08%,0,1.48,0.40 ,0
490,2018/1/14,1326.8,1324.64,1320.56,1307.3,1292.115,1282.313333,0,0.00%,6.94%,3.04%,24.06569958,0.018734127,0.025171908,228.46%,0,1.28,0.34 ,0
491,2018/1/15,1339.25,1328.54,1322.77,1311.035,1294.936667,1283.300833,12.45,0.94%,7.82%,3.05%,24.18157175,0.018816358,0.025949789,256.07%,0,1.56,0.42 ,1
492,2018/1/16,1333.85,1330.7,1324.44,1313.7575,1297.578333,1284.125833,-5.4,-0.40%,7.68%,3.07%,24.2362143,0.018851445,0.025525755,250.33%,0,1.5,0.40 ,1
493,2018/1/17,1335.65,1332.47,1326.29,1315.99,1300.08,1284.980833,1.8,0.13%,6.98%,3.08%,24.26415365,0.018865317,0.024913851,226.56%,0,1.27,0.34 ,1
494,2018/1/18,1332.2,1333.55,1327.515,1318.05,1302.475,1285.778333,-3.45,-0.26%,6.70%,3.09%,24.3395765,0.018917161,0.023858423,216.97%,0,1.17,0.31 ,1
495,2018/1/19,1334.95,1335.18,1329.91,1320.2475,1304.821667,1286.590833,2.75,0.21%,6.92%,3.10%,24.43492515,0.018984224,0.02326627,223.40%,0,1.23,0.33 ,1
496,2018/1/20,1334.95,1334.32,1331.43,1322.445,1307.168333,1287.451667,0,0.00%,6.32%,3.10%,24.52061231,0.019043734,0.020771362,203.77%,0,1.04,0.28 ,0
497,2018/1/21,1334.95,1334.54,1332.62,1324.6425,1309.515,1288.251667,0,0.00%,6.42%,3.11%,24.65328195,0.01914025,0.019110129,206.57%,0,1.07,0.29 ,0
498,2018/1/22,1332.6,1333.93,1333.2,1325.67,1311.783333,1288.955833,-2.35,-0.18%,6.77%,3.11%,24.74512583,0.019205114,0.016882869,217.37%,0,1.17,0.31 ,1
499,2018/1/23,1333.4,1334.17,1333.86,1326.595,1314.078333,1289.670833,0.8,0.06%,5.73%,3.12%,24.7841163,0.019228342,0.01528955,183.99%,0,0.84,0.23 ,1
500,2018/1/24,1353.7,1337.92,1336.55,1328.555,1317.05,1290.724167,20.3,1.52%,7.02%,3.12%,25.15715351,0.019510013,0.01584602,225.07%,0,1.25,0.34 ,1
501,2018/1/25,1354.95,1341.92,1338.12,1330.445,1320.063333,1291.798333,1.25,0.09%,7.12%,3.12%,25.55405433,0.019810176,0.016557286,228.08%,0,1.28,0.34 ,1
502,2018/1/26,1353.15,1345.56,1340.05,1332.245,1322.521667,1292.769167,-1.8,-0.13%,6.98%,3.13%,25.91093919,0.020079253,0.017420004,223.18%,0,1.23,0.33 ,1
503,2018/1/27,1353.15,1349.67,1341.8,1334.045,1324.593333,1293.790833,0,0.00%,6.75%,3.13%,26.25392159,0.020337357,0.018931597,215.46%,0,1.15,0.31 ,0
504,2018/1/28,1353.15,1353.62,1343.895,1335.705,1326.665,1294.945833,0,0.00%,6.47%,3.14%,26.59740187,0.020595886,0.020317865,206.05%,0,1.06,0.28 ,0
505,2018/1/29,1343.85,1351.65,1344.785,1337.3475,1328.426667,1296.006667,-9.3,-0.69%,5.85%,3.14%,26.83566399,0.020773907,0.017481833,186.07%,0,0.86,0.23 ,1
506,2018/1/30,1344.9,1349.64,1345.78,1338.605,1330.223333,1297.163333,1.05,0.08%,6.06%,3.15%,27.07097391,0.020949317,0.014596546,192.41%,0,0.92,0.25 ,1
507,2018/1/31,1345.05,1348.02,1346.79,1339.705,1332.025,1298.3225,0.15,0.01%,6.95%,3.16%,27.29228467,0.021113636,0.012008033,220.03%,0,1.2,0.32 ,1
508,2018/2/1,1341.35,1345.66,1347.665,1340.4325,1333.001667,1299.42,-3.7,-0.28%,6.65%,3.16%,27.40476377,0.021193074,0.009496112,210.19%,0,1.1,0.29 ,1
509,2018/2/2,1331.15,1341.26,1347.44,1340.65,1333.543333,1300.381667,-10.2,-0.76%,5.84%,3.17%,27.42137443,0.021199267,0.005786589,184.40%,0,0.84,0.22 ,1
510,2018/2/3,1331.15,1338.72,1345.185,1340.8675,1334.098333,1301.4625,0,0.00%,5.81%,3.17%,27.43197268,0.021200809,0.003464262,183.50%,0,0.84,0.22 ,0
511,2018/2/4,1331.15,1335.97,1342.805,1340.4625,1334.565,1302.586667,0,0.00%,5.50%,3.17%,27.43876836,0.02119944,0.001052777,173.59%,0,0.74,0.20 ,0
512,2018/2/5,1333.6,1333.68,1340.85,1340.45,1335.113333,1303.896667,2.45,0.18%,4.92%,3.16%,27.48478881,0.021228489,-0.001073567,155.50%,0,0.55,0.15 ,1
513,2018/2/6,1331.4,1331.69,1338.675,1340.2375,1335.588333,1305.2425,-2.2,-0.16%,3.66%,3.16%,27.5616646,0.021282385,-0.002918814,115.63%,0,0.16,0.04 ,1
514,2018/2/7,1324.65,1330.39,1335.825,1339.86,1335.745,1306.475833,-6.75,-0.51%,3.00%,3.16%,27.6371447,0.021337005,-0.004008999,94.72%,0,-0.05,(0.01),1
515,2018/2/8,1315.45,1327.25,1332.985,1338.885,1335.893333,1307.555833,-9.2,-0.69%,2.28%,3.17%,27.6689604,0.021358894,-0.006470077,72.09%,0,-0.28,(0.08),1
516,2018/2/9,1314.1,1323.84,1329.905,1337.8425,1335.705,1308.671667,-1.35,-0.10%,2.18%,3.17%,27.69462368,0.021376152,-0.008882949,68.77%,0,-0.31,(0.08),1
517,2018/2/10,1314.1,1319.94,1326.81,1336.8,1335.406667,1309.891667,0,0.00%,2.48%,3.17%,27.71939989,0.021392721,-0.01158199,78.31%,0,-0.22,(0.06),0
518,2018/2/11,1314.1,1316.48,1324.085,1335.875,1334.983333,1311.0825,0,0.00%,3.45%,3.17%,27.73443236,0.021401421,-0.013860348,108.91%,0,0.09,0.02 ,0
519,2018/2/12,1322.3,1316.01,1323.2,1335.32,1334.833333,1312.270833,8.2,0.62%,3.89%,3.16%,27.7369275,0.021398602,-0.014101636,123.03%,0,0.23,0.06 ,1
520,2018/2/13,1325.35,1317.99,1322.62,1333.9025,1334.785,1313.45,3.05,0.23%,3.13%,3.16%,27.765222,0.02141563,-0.012582551,98.88%,0,-0.01,(0.00),1
521,2018/2/14,1336.25,1322.42,1323.13,1332.9675,1334.685,1314.810833,10.9,0.82%,3.12%,3.16%,27.90787509,0.021520973,-0.009189434,98.67%,0,-0.01,(0.00),1
522,2018/2/15,1352.45,1330.09,1325.015,1332.9325,1335.305,1316.441667,16.2,1.21%,4.37%,3.16%,28.21119094,0.021749624,-0.003905475,138.19%,0,0.38,0.10 ,1
523,2018/2/16,1352.1,1337.69,1327.085,1332.88,1335.853333,1317.966667,-0.35,-0.03%,4.34%,3.16%,28.50412178,0.021970193,0.001374901,137.36%,0,0.37,0.10 ,1
524,2018/2/17,1352.1,1343.65,1329.83,1332.8275,1336.516667,1319.495833,0,0.00%,4.58%,3.16%,28.79071237,0.02218577,0.005337257,144.80%,0,0.45,0.12 ,0
525,2018/2/18,1352.1,1349,1333.495,1333.24,1337.088333,1320.955,0,0.00%,5.29%,3.16%,29.06912207,0.022394665,0.008908661,167.12%,0,0.67,0.18 ,0
526,2018/2/19,1346.6,1351.07,1336.745,1333.325,1337.476667,1322.3225,-5.5,-0.41%,4.66%,3.16%,29.27227798,0.022545187,0.010163417,147.27%,0,0.47,0.13 ,1
527,2018/2/20,1339.85,1348.55,1339.32,1333.065,1337.64,1323.5775,-6.75,-0.50%,3.94%,3.16%,29.41971449,0.022653612,0.008156156,124.73%,0,0.25,0.07 ,1
528,2018/2/21,1330.5,1344.23,1340.96,1332.5225,1337.57,1324.676667,-9.35,-0.70%,3.52%,3.16%,29.5049983,0.022715272,0.004979179,111.21%,0,0.11,0.03 ,1
529,2018/2/22,1328.35,1339.48,1341.565,1332.3825,1337.401667,1325.74,-2.15,-0.16%,3.35%,3.16%,29.56781093,0.022759462,0.001554008,105.96%,0,0.06,0.02 ,1
530,2018/2/23,1327.95,1334.65,1341.825,1332.2225,1336.543333,1326.796667,-0.4,-0.03%,3.32%,3.16%,29.62643519,0.022800452,-0.00141659,105.04%,0,0.05,0.01 ,1
531,2018/2/24,1327.95,1330.92,1340.995,1332.0625,1335.643333,1327.853333,0,0.00%,3.32%,3.16%,29.68307317,0.022839899,-0.003536373,105.09%,0,0.05,0.01 ,0
532,2018/2/25,1327.95,1328.54,1338.545,1331.78,1334.803333,1328.6625,0,0.00%,0.71%,3.17%,29.73773622,0.022877812,-0.004692327,22.28%,0,-0.78,(0.21),0
533,2018/2/26,1333.5,1329.14,1336.685,1331.885,1334.148333,1329.370833,5.55,0.42%,1.91%,3.16%,29.80988681,0.022931871,-0.003753955,60.43%,0,-0.4,(0.11),1
534,2018/2/27,1325.75,1328.62,1334.05,1331.94,1333.235,1329.95,-7.75,-0.58%,1.07%,3.16%,29.86464924,0.022972314,-0.003461505,33.77%,0,-0.66,(0.18),1
535,2018/2/28,1317.85,1326.6,1330.625,1332.06,1332.368333,1330.3975,-7.9,-0.60%,-0.19%,3.16%,29.8812956,0.022984523,-0.004329383,-6.10%,0,-1.06,(0.28),1
536,2018/3/1,1307.75,1322.56,1326.74,1331.7425,1331.13,1330.676667,-10.1,-0.77%,-0.96%,3.17%,29.84841978,0.022960469,-0.006438139,-30.24%,0,-1.3,(0.35),1
537,2018/3/2,1322.3,1321.43,1324.985,1332.1525,1330.371667,1331.198333,14.55,1.11%,0.14%,3.17%,29.85592838,0.02296606,-0.006721179,4.54%,0,-0.95,(0.25),1
538,2018/3/3,1322.3,1319.19,1324.165,1332.5625,1329.736667,1331.369167,0,0.00%,-0.81%,3.16%,29.86343139,0.022971646,-0.007931395,-25.63%,0,-1.26,(0.34),0
539,2018/3/4,1322.3,1318.5,1323.56,1332.5625,1329.441667,1331.4925,0,0.00%,-0.99%,3.14%,29.80799986,0.022930059,-0.008230272,-31.61%,0,-1.32,(0.35),0
540,2018/3/5,1320.4,1319.01,1322.805,1332.315,1329.083333,1331.590833,-1.9,-0.14%,-1.30%,3.11%,29.72909148,0.022870831,-0.007579159,-41.93%,0,-1.42,(0.38),1
541,2018/3/6,1331.4,1323.74,1323.15,1332.0725,1329.091667,1331.828333,11,0.83%,-0.90%,3.07%,29.6873803,0.022839368,-0.004026559,-29.32%,0,-1.29,(0.34),1
542,2018/3/7,1329.4,1325.16,1323.295,1330.92,1328.951667,1332.0325,-2,-0.15%,-1.25%,3.03%,29.59103954,0.022766615,-0.002853126,-41.37%,0,-1.41,(0.38),1
543,2018/3/8,1321,1324.9,1322.045,1329.365,1328.605,1332.096667,-8.4,-0.63%,-1.88%,2.98%,29.43060425,0.02264561,-0.002788639,-62.96%,0,-1.63,(0.44),1
544,2018/3/9,1320.6,1324.56,1321.53,1327.79,1328.47,1332.1075,-0.4,-0.03%,-1.91%,2.93%,29.26701452,0.022522191,-0.002943235,-64.98%,0,-1.65,(0.44),1
545,2018/3/10,1320.6,1324.6,1321.805,1326.215,1328.641667,1332.2675,0,0.00%,-1.02%,2.88%,29.10181516,0.022397505,-0.003041954,-35.44%,0,-1.35,(0.36),0
546,2018/3/11,1320.6,1322.44,1323.09,1324.915,1328.858333,1332.281667,0,0.00%,-0.44%,2.82%,29.02916082,0.022342881,-0.004829961,-15.77%,0,-1.16,(0.31),0
547,2018/3/12,1319.15,1320.39,1322.775,1323.88,1329.026667,1332.216667,-1.45,-0.11%,-0.63%,2.81%,28.99614633,0.022318168,-0.00649849,-22.53%,0,-1.23,(0.33),1
548,2018/3/13,1322.75,1320.74,1322.82,1323.4925,1329.315,1332.149167,3.6,0.27%,-0.14%,2.79%,28.97240677,0.022300351,-0.006450691,-4.87%,0,-1.05,(0.28),1
549,2018/3/14,1323.55,1321.33,1322.945,1323.2525,1329.356667,1332.095,0.8,0.06%,0.05%,2.78%,28.96766532,0.022296796,-0.006038008,1.91%,0,-0.98,(0.26),1
550,2018/3/15,1318.75,1320.96,1322.78,1322.7925,1329.136667,1331.960833,-4.8,-0.36%,-0.31%,2.76%,28.95074924,0.022284164,-0.006151863,-11.22%,0,-1.11,(0.30),1
551,2018/3/16,1310.1,1318.86,1320.65,1321.9,1328.265,1331.475,-8.65,-0.66%,-0.96%,2.76%,28.90850836,0.022252857,-0.007080665,-34.98%,0,-1.35,(0.36),1
552,2018/3/17,1310.1,1317.05,1318.72,1321.0075,1326.853333,1331.079167,0,0.00%,-0.15%,2.75%,28.86603377,0.022221366,-0.007388408,-5.54%,0,-1.06,(0.28),0
553,2018/3/18,1310.1,1314.52,1317.63,1319.8375,1325.453333,1330.653333,0,0.00%,0.04%,2.75%,28.86140774,0.022217994,-0.00824875,1.39%,0,-0.99,(0.27),0
554,2018/3/19,1312.4,1312.29,1316.81,1319.17,1324.13,1330.323333,2.3,0.18%,0.08%,2.75%,28.86782921,0.022222673,-0.00894172,3.05%,0,-0.97,(0.26),1
555,2018/3/20,1311,1310.74,1315.85,1318.8275,1322.76,1329.924167,-1.4,-0.11%,1.46%,2.75%,28.86713305,0.022222165,-0.00908706,53.26%,0,-0.47,(0.13),1
556,2018/3/21,1321.35,1312.99,1315.925,1319.5075,1321.918333,1329.6975,10.35,0.79%,2.05%,2.75%,28.90975877,0.022252211,-0.006754073,74.67%,0,-0.25,(0.07),1
557,2018/3/22,1329.15,1316.8,1316.925,1319.85,1321.561667,1329.600833,7.8,0.59%,2.65%,2.74%,28.99297048,0.022313001,-0.003603061,96.66%,0,-0.03,(0.01),1
558,2018/3/23,1346.6,1324.1,1319.31,1321.065,1322.098333,1329.834167,17.45,1.31%,4.00%,2.75%,29.20130049,0.022468383,0.001514007,145.67%,0,0.46,0.13 ,1
559,2018/3/24,1346.6,1330.94,1321.615,1322.28,1322.706667,1330.054167,0,0.00%,4.12%,2.75%,29.40536951,0.022620419,0.00622461,149.94%,0,0.5,0.13 ,0
560,2018/3/25,1346.6,1338.06,1324.4,1323.59,1323.328333,1329.935833,0,0.00%,3.58%,2.75%,29.60353331,0.022767701,0.011132284,130.26%,0,0.3,0.08 ,0
561,2018/3/26,1352.4,1344.27,1328.63,1324.64,1324.143333,1329.893333,5.8,0.43%,5.45%,2.75%,29.85490186,0.022955919,0.015199764,197.70%,0.01,0.98,0.27 ,1
562,2018/3/27,1341.45,1346.73,1331.765,1325.2425,1324.593333,1329.698333,-10.95,-0.81%,4.53%,2.76%,29.97787726,0.023044711,0.016712047,164.14%,0,0.64,0.17 ,1
563,2018/3/28,1332.45,1343.9,1334,1325.815,1324.558333,1329.353333,-9,-0.67%,3.85%,2.76%,30.04031554,0.023087894,0.014602352,139.38%,0,0.39,0.10 ,1
564,2018/3/29,1323.85,1339.35,1335.145,1325.9775,1324.495,1328.865,-8.6,-0.65%,3.18%,2.76%,30.0570535,0.023096761,0.011215595,115.09%,0,0.15,0.04 ,1
565,2018/3/30,1323.85,1334.8,1336.43,1326.14,1324.695,1328.531667,0,0.00%,3.18%,2.76%,30.07209667,0.023104324,0.007628171,115.08%,0,0.15,0.04 ,0
566,2018/3/31,1323.85,1329.09,1336.68,1326.3025,1325.231667,1328.180833,0,0.00%,3.94%,2.76%,30.08544758,0.023110584,0.002911441,142.60%,0,0.43,0.12 ,0
567,2018/4/1,1323.85,1325.57,1336.15,1326.5375,1325.283333,1327.8275,0,0.00%,4.14%,2.76%,30.05626324,0.023083253,0.000216306,149.75%,0,0.5,0.13 ,0
568,2018/4/2,1323.85,1323.85,1333.875,1326.5925,1325.335,1327.535833,0,0.00%,3.89%,2.76%,30.01101556,0.023043359,-0.001120471,140.86%,0,0.41,0.11 ,0
569,2018/4/3,1333.45,1325.77,1332.56,1327.0875,1325.706667,1327.574167,9.6,0.73%,4.63%,2.76%,30.02534263,0.023048572,4.78E-05,167.42%,0,0.67,0.18 ,1
570,2018/4/4,1337.3,1328.46,1331.63,1328.015,1326.27,1327.676667,3.85,0.29%,5.98%,2.77%,30.06031152,0.023069271,0.001651247,216.07%,0,1.16,0.31 ,1
571,2018/4/5,1327.7,1329.23,1329.16,1328.895,1326.146667,1327.619167,-9.6,-0.72%,5.22%,2.77%,29.95745515,0.022983914,0.002325032,188.83%,0,0.89,0.24 ,1
572,2018/4/6,1331.2,1330.7,1328.135,1329.95,1326.206667,1327.579167,3.5,0.26%,5.50%,2.77%,29.86642629,0.022907336,0.003388109,198.57%,0,0.99,0.27 ,1
573,2018/4/7,1331.2,1332.17,1328.01,1331.005,1326.546667,1327.575833,0,0.00%,4.10%,2.77%,29.77018121,0.022826804,0.004239077,148.22%,0,0.48,0.13 ,0
574,2018/4/8,1331.2,1331.72,1328.745,1331.945,1326.9,1327.685,0,0.00%,3.08%,2.76%,29.7765425,0.022826609,0.003632527,111.61%,0,0.12,0.03 ,0
575,2018/4/9,1331.95,1330.65,1329.555,1332.9925,1327.278333,1327.96,0.75,0.06%,3.31%,2.76%,29.82988884,0.022863578,0.002540286,120.15%,0,0.2,0.05 ,1
576,2018/4/10,1338.95,1332.9,1331.065,1333.8725,1327.89,1328.374167,7,0.53%,3.77%,2.75%,29.91511977,0.02292408,0.003772903,137.18%,0,0.37,0.10 ,1
577,2018/4/11,1350.75,1336.81,1333.755,1334.9525,1328.943333,1328.985,11.8,0.88%,3.94%,2.75%,30.08634236,0.023049384,0.00591949,143.28%,0,0.43,0.12 ,1
578,2018/4/12,1341.35,1338.84,1335.505,1334.69,1329.563333,1329.439167,-9.4,-0.70%,3.21%,2.74%,30.20158597,0.023133585,0.006977228,117.07%,0,0.17,0.04 ,1
579,2018/4/13,1343.7,1341.34,1336.53,1334.545,1330.235,1329.795833,2.35,0.18%,3.39%,2.74%,30.33037541,0.0232279,0.008348149,123.77%,0,0.24,0.07 ,1
580,2018/4/14,1343.7,1343.69,1337.17,1334.4,1331.066667,1330.101667,0,0.00%,3.10%,2.74%,30.45667123,0.023320269,0.009483622,113.13%,0,0.13,0.04 ,0
581,2018/4/15,1343.7,1344.64,1338.77,1333.965,1332.186667,1330.225833,0,0.00%,4.59%,2.74%,30.58371317,0.023413542,0.009348039,167.35%,0,0.67,0.18 ,0
582,2018/4/16,1349.35,1344.36,1340.585,1334.36,1333.495,1330.174167,5.65,0.42%,5.40%,2.74%,30.7075268,0.023501907,0.008147762,197.09%,0,0.97,0.26 ,1
583,2018/4/17,1342.1,1344.51,1341.675,1334.8425,1334.561667,1330.0075,-7.25,-0.54%,4.33%,2.73%,30.75628773,0.023533066,0.007454383,158.44%,0,0.58,0.15 ,1
584,2018/4/18,1351.45,1346.06,1343.7,1336.2225,1335.863333,1329.996667,9.35,0.70%,5.48%,2.73%,30.89393566,0.023631889,0.007633016,200.68%,0,1.01,0.27 ,1
585,2018/4/19,1348.6,1347.04,1345.365,1337.46,1337.116667,1329.938333,-2.85,-0.21%,5.26%,2.73%,30.98318473,0.02369341,0.007421442,192.85%,0,0.93,0.25 ,1
586,2018/4/20,1336.75,1345.65,1345.145,1338.105,1337.63,1329.774167,-11.85,-0.88%,4.34%,2.73%,30.99457951,0.023696562,0.005995679,159.10%,0,0.59,0.16 ,1
587,2018/4/21,1336.75,1343.13,1343.745,1338.75,1337.883333,1329.7225,0,0.00%,4.85%,2.72%,31.00293211,0.023697388,0.003921617,178.07%,0,0.78,0.21 ,0
588,2018/4/22,1336.75,1342.06,1343.285,1339.395,1337.555,1329.826667,0,0.00%,4.72%,2.72%,30.97392351,0.023669032,0.003368086,173.49%,0,0.73,0.20 ,0
589,2018/4/23,1324.3,1336.63,1341.345,1338.9375,1336.811667,1329.759167,-12.45,-0.93%,3.87%,2.72%,30.90228518,0.02360952,-0.000135895,142.18%,0,0.42,0.11 ,1
590,2018/4/24,1328.85,1332.68,1339.86,1338.515,1336.22,1329.774167,4.55,0.34%,4.33%,2.71%,30.83371241,0.023551776,-0.002649264,159.33%,0,0.59,0.16 ,1
591,2018/4/25,1321.65,1329.66,1337.655,1338.2125,1335.195,1329.669167,-7.2,-0.54%,4.36%,2.71%,30.73381179,0.023470725,-0.004145462,160.84%,0,0.61,0.16 ,1
592,2018/4/26,1320.7,1326.45,1334.79,1337.6875,1334.503333,1329.548333,-0.95,-0.07%,4.28%,2.70%,30.57710421,0.023345707,-0.006034705,158.59%,0,0.59,0.16 ,1
593,2018/4/27,1321.5,1323.4,1332.73,1337.2025,1334.138333,1329.348333,0.8,0.06%,4.35%,2.69%,30.41824101,0.023219023,-0.00804889,161.46%,0,0.61,0.16 ,1
594,2018/4/28,1321.5,1322.84,1329.735,1336.7175,1334.06,1329.2775,0,0.00%,3.89%,2.69%,30.2554865,0.023089428,-0.008410416,144.82%,0,0.45,0.12 ,0
595,2018/4/29,1321.5,1321.37,1327.025,1336.195,1333.981667,1329.338333,0,0.00%,4.04%,2.69%,30.13096338,0.0229896,-0.009454153,150.54%,-0.01,0.51,0.13 ,0
596,2018/4/30,1313.2,1319.68,1324.67,1334.9075,1333.626667,1329.429167,-8.3,-0.63%,2.83%,2.69%,29.97998521,0.022870255,-0.010457699,105.40%,0,0.05,0.01 ,1
597,2018/5/1,1307.1,1316.96,1321.705,1332.725,1333.068333,1329.175833,-6.1,-0.46%,2.18%,2.69%,29.87524712,0.022787469,-0.012083652,81.20%,0,-0.19,(0.05),1
598,2018/5/2,1304.2,1313.5,1318.45,1330.8675,1332.413333,1328.874167,-2.9,-0.22%,2.92%,2.69%,29.78538591,0.022716534,-0.014194794,108.73%,0,0.09,0.02 ,1
599,2018/5/3,1315.05,1312.21,1317.525,1329.435,1331.8,1328.753333,10.85,0.83%,3.78%,2.69%,29.60570046,0.022574941,-0.014709416,140.60%,0,0.41,0.11 ,1
600,2018/5/4,1309.4,1309.79,1315.58,1327.72,1330.87,1328.57,-5.65,-0.43%,3.33%,2.69%,29.42197453,0.022430858,-0.015839263,124.00%,0,0.24,0.06 ,1
601,2018/5/5,1309.4,1309.03,1314.355,1326.005,1330.26,1328.203333,0,0.00%,3.03%,2.69%,29.2352348,0.02228453,-0.015959286,112.82%,0,0.13,0.03 ,0
602,2018/5/6,1309.4,1309.49,1313.225,1324.0075,1329.533333,1327.87,0,0.00%,2.65%,2.68%,29.07572685,0.022159352,-0.015075465,98.69%,0,-0.01,(0.00),0
603,2018/5/7,1309.4,1310.53,1312.015,1322.3725,1328.806667,1327.676667,0,0.00%,1.98%,2.69%,28.94884057,0.02205951,-0.013754195,73.67%,0,-0.26,(0.07),0
604,2018/5/8,1306.6,1308.84,1310.525,1320.13,1327.986667,1327.443333,-2.8,-0.21%,1.70%,2.69%,28.8751246,0.022001243,-0.014417815,63.17%,0,-0.37,(0.10),1
605,2018/5/9,1313.85,1309.73,1309.76,1318.3925,1327.383333,1327.330833,7.25,0.55%,2.30%,2.69%,28.80173518,0.021942641,-0.013299348,85.68%,0,-0.14,(0.04),1
606,2018/5/10,1318.8,1311.61,1310.32,1317.495,1326.711667,1327.300833,4.95,0.38%,2.69%,2.68%,28.72793486,0.021883239,-0.01138278,100.07%,0,0,(0.00),1
607,2018/5/11,1324.35,1314.6,1312.045,1316.875,1325.831667,1327.3875,5.55,0.42%,3.12%,2.68%,28.66186392,0.02182923,-0.008471412,116.22%,0,0.16,0.04 ,1
608,2018/5/12,1324.35,1317.59,1314.06,1316.255,1325.265,1327.414167,0,0.00%,3.63%,2.68%,28.5939281,0.02177382,-0.005791295,135.34%,0,0.35,0.09 ,0
609,2018/5/13,1324.35,1321.14,1314.99,1316.2575,1324.62,1327.4275,0,0.00%,3.90%,2.68%,28.48431142,0.021686116,-0.002627169,145.59%,0,0.46,0.12 ,0
610,2018/5/14,1319.85,1322.34,1316.035,1315.8075,1323.825,1327.445833,-4.5,-0.34%,2.94%,2.68%,28.34017028,0.02157227,-0.001121749,109.64%,0,0.1,0.03 ,1
611,2018/5/15,1295,1317.58,1314.595,1314.475,1322.201667,1327.194167,-24.85,-1.88%,1.17%,2.68%,28.27730081,0.021523256,-0.003495432,43.70%,0,-0.56,(0.15),1
612,2018/5/16,1291.25,1310.96,1312.78,1313.0025,1320.265,1326.88,-3.75,-0.29%,0.54%,2.69%,28.21522968,0.021474994,-0.007047828,19.99%,0,-0.8,(0.21),1
613,2018/5/17,1289.5,1303.99,1310.79,1311.4025,1318.511667,1326.536667,-1.75,-0.14%,0.40%,2.70%,28.18803581,0.021453832,-0.011013681,14.88%,0,-0.85,(0.23),1
614,2018/5/18,1288.3,1296.78,1308.96,1309.7425,1316.406667,1326.135,-1.2,-0.09%,0.31%,2.70%,28.16667624,0.021437219,-0.014909273,11.38%,0,-0.89,(0.24),1
615,2018/5/19,1288.3,1290.47,1306.405,1308.0825,1314.396667,1325.756667,0,0.00%,0.16%,2.71%,28.14528354,0.021420582,-0.018203536,6.03%,0,-0.94,(0.25),0
616,2018/5/20,1288.3,1289.13,1303.355,1306.8375,1312.781667,1325.205833,0,0.00%,0.39%,2.72%,28.13427815,0.021412017,-0.018016451,14.34%,0,-0.86,(0.23),0
617,2018/5/21,1288.35,1288.55,1299.755,1305.9,1311.168333,1324.525833,0.05,0.00%,0.11%,2.72%,28.10636103,0.021390316,-0.017250518,3.99%,0,-0.96,(0.26),1
618,2018/5/22,1293.05,1289.26,1296.625,1305.3425,1309.711667,1323.633333,4.7,0.36%,0.21%,2.73%,28.07757708,0.021367862,-0.015615396,7.66%,0,-0.92,(0.25),1
619,2018/5/23,1289,1289.4,1293.09,1304.04,1308.535,1322.673333,-4.05,-0.31%,-0.12%,2.74%,28.08403964,0.021372901,-0.014623224,-4.24%,0,-1.04,(0.28),1
